track_artist,track_title,count,post_count,first_seen,last_seen,source_url
Radial,Asiel,17,17,2013-09-30,2017-08-06,https://youtu.be/siCItdnj_6E
Shifted,Leather (Original Mix),10,10,2012-09-30,2017-08-06,https://youtu.be/dx5w5rFqw40
Janice,Church Burn Down,1,1,2017-08-06,2017-08-06,https://youtu.be/NtKFcs9e0vo
Wirrwarr,Void The C-Stem (VSK Remix) [NST140],2,2,2017-04-02,2017-08-06,https://youtu.be/lQ0xp6HqwJU
Humate,3.1.,3,3,2016-09-26,2017-08-02,https://youtube.com/watch?v=ynB-E722owE
Elad Magdasi,Two Floors [ANAGRAM007],4,4,2017-02-13,2017-07-31,https://youtube.com/watch?v=--XB6uaJgfU
Heiko Laux,Souldancer (Jonas Kopp Remix) | Kanzleramt,12,12,2014-01-27,2017-07-31,https://youtube.com/watch?v=2oRYZnWq_nc
747,Aurora Centralis [AQR006],1,1,2017-07-31,2017-07-31,https://youtube.com/watch?v=CpUPIfbf-1I
Shlomi Aber,Under Two Worlds [FIGURE088],1,1,2017-07-31,2017-07-31,https://youtube.com/watch?v=f1ao1IUz0Cg
Willie Burns & DJ Overdose,Sonny and Ricardo Give Good Advice - Unknown To The Unknown,3,3,2017-04-24,2017-07-31,https://youtu.be/zzfLJ4PJTNA
Paul Kalkbrenner,F.Fwd,2,2,2016-10-23,2017-07-31,https://youtube.com/watch?v=stDpuontTHM
Drexciya,Black Sea,11,11,2012-01-23,2017-07-31,https://youtube.com/watch?v=YMPgAZS2oG4
Elad Magdasi,Hell Strike,9,9,2016-07-12,2017-07-31,https://youtube.com/watch?v=lyYcPjwhLl4
Faithless,Insomnia,3,3,2017-02-05,2017-07-31,https://youtube.com/watch?v=P8JEm4d6Wu4
Rok,Coke N Shit     Defender 2,11,11,2015-01-03,2017-07-31,https://youtube.com/watch?v=rUdbz82XVUw
Heiko Laux,Pre Sense,3,3,2015-08-17,2017-07-31,https://youtube.com/watch?v=Tft3_gqh_zY
Hector Oaks,I'm Talking To You,3,3,2017-06-05,2017-07-31,https://youtube.com/watch?v=yvO2-veevUw
Matrixxman,Arrival [Dekmantel],3,3,2017-04-24,2017-07-31,https://youtube.com/watch?v=BfLUPrQtpkk
Robert Hood,Power to Prophet (M-Plant),14,14,2010-11-01,2017-07-31,https://youtube.com/watch?v=7a1b10swBu8
Joey Beltram,Energy Flash  -  R&S Records Classics,13,13,2014-03-05,2017-07-31,https://youtube.com/watch?v=ALsHox5sYCk
Jeroen Search,Isabor,2,2,2014-10-27,2017-07-31,https://youtube.com/watch?v=sc4mssvX0H4
DJ Hyperactive,Venus (Truncate Remix) [CLR],2,2,2015-10-19,2017-07-31,https://youtube.com/watch?v=xu4trnn2X-A
Gary Beck,Hot Packing Slip (Original Mix) [BEK AUDIO],1,1,2017-07-31,2017-07-31,https://youtube.com/watch?v=gQ-RXblY6Js
Charles Fenckler,The Unknown,1,1,2017-07-31,2017-07-31,https://youtube.com/watch?v=NH82td2a_Fo
Felix Lorusso,Wcyjsu (Flug Remix) [CIRQUE DU MINIMALISTE],1,1,2017-07-31,2017-07-31,https://youtube.com/watch?v=4L95Y3h6VP4
Rrose,Emboli [K002],2,2,2016-11-21,2017-07-30,https://youtu.be/2RnRH3-294s
Kessell,Sensorium (Reeko Remix) [POLEGROUP044],1,1,2017-07-30,2017-07-30,https://youtu.be/9vzGszZ5TTg
Voices From The Lake,Ibrida [SPAZIO001],2,2,2017-04-30,2017-07-30,https://youtube.com/watch?v=eX_wMW0MgY0
Mono Junk,Prince of the Night,2,2,2016-10-31,2017-07-27,https://youtube.com/watch?v=nQn0siVpk7c
Jerome,Overtones,2,2,2015-09-06,2017-07-26,https://youtu.be/xgq4IX2QeT8
,Blue Hour | Falling Lines [Blue Hour 2014],6,6,2016-01-26,2017-07-24,https://youtu.be/a8pVl0wZCx8
Manni Dee,London Isn't England feat. Ewa Justka (Perc Trax),4,4,2017-01-29,2017-07-24,https://youtu.be/QbarHKPdotI
Sacramental,Morning Glory (Ruff House Mix) [Tortured],1,1,2017-07-24,2017-07-24,https://youtu.be/gQOmWMoYdgY
Amotik,Solah [AMTK005],9,9,2016-11-13,2017-07-24,https://youtu.be/P0oRUQZnZNE
Sacramental,Angels Trumpet (Ravedigger Edit) [Tortured],6,6,2016-09-20,2017-07-24,https://youtu.be/liCe22LwoOE
Freddy K,Devo Andare XXX 2017,4,4,2017-06-26,2017-07-24,https://youtube.com/watch?v=5gqvHE4qhqw
Stranger,Highest Sense [MONNOM008],10,10,2016-02-16,2017-07-24,https://youtu.be/m51hgt0PmwA
Escape to Mars,Prophecy Of The Unknown Signs,1,1,2017-07-24,2017-07-24,https://youtube.com/watch?v=57qowe8n3nk
Robert Hood,I Am [DKMNTL050],2,2,2017-06-27,2017-07-24,https://youtube.com/watch?v=ngS9a5qQ0LM
Woo York,Ancient Light,1,1,2017-07-24,2017-07-24,https://youtube.com/watch?v=bskgCewTrlw
Paul Kalkbrenner,Gia 2000,3,3,2013-04-02,2017-07-23,https://youtube.com/watch?v=Htme9r3VGX4
Thomas P. Heckmann,Himmel  Hoelle,4,4,2017-04-17,2017-07-23,https://youtube.com/watch?v=kqO9kb8R9cI
Push,"Universal Nation (Original 12"" Mix)",3,3,2017-07-10,2017-07-23,https://youtube.com/watch?v=ZnBeTPpr98g
Exium,Human Element [MORD017],1,1,2017-07-23,2017-07-23,https://youtube.com/watch?v=OR-FHh5pjqY
Elektrochemie LK,Schall,1,1,2017-07-23,2017-07-23,https://youtu.be/qtUW27MbrPo
Regal,Rem [INV014],3,3,2017-05-28,2017-07-23,https://youtu.be/GP7EE3LQlsE
Moby,Hymn (European Mix) 1994,7,7,2016-01-03,2017-07-23,https://youtu.be/m3CMN_OlLe4
Air Liquide,This is not a mindtrip,7,7,2011-02-28,2017-07-23,https://youtube.com/watch?v=xVDMjAyAST4
Rod,Hor [KW19],11,11,2017-03-13,2017-07-23,https://youtube.com/watch?v=Bqy24kD74zU
Anetha,Acid Train [ANAGRAM007],3,3,2017-05-29,2017-07-23,https://youtu.be/XHyr6oBu5K8
The other people place,Let me be me,11,11,2011-03-07,2017-07-19,https://youtube.com/watch?v=n5gfgYP2juI
Sub Space,Fifteen (Locked Groove 15),2,2,2013-12-17,2017-07-19,https://youtube.com/watch?v=mnhxibqw9oM
Jackmaster Hater,Drum Track,1,1,2017-07-19,2017-07-19,https://youtube.com/watch?v=MUefs7gIjgM
Nathan Fake,'DEGREELESSNESS (feat. Prurient)' (Overmono Remix),1,1,2017-07-19,2017-07-19,https://youtube.com/watch?v=q-Iozs7_Dfs
Dettmann | Klock,Phantom Studies [Ostgut Ton],4,4,2017-03-05,2017-07-18,https://youtube.com/watch?v=dsiZO6oAekE
Norman Nodge,NN 8.0,11,11,2013-05-06,2017-07-19,https://youtube.com/watch?v=fSKQWsOWn_M
Oppenheimer Analysis,The Devil's Dancers,14,14,2012-05-06,2017-07-18,https://youtube.com/watch?v=caP3tAmMEbc
Slam,Vespula (Original Mix),4,4,2012-11-05,2017-07-18,https://youtu.be/rGpbjo3YVX0
Sha-Lor,I'm In Love (Caught Up Version),2,2,2016-01-04,2017-07-17,https://youtu.be/N5glS4zijEQ
Planetary Assault Systems,Dungeon (Ø [Phase] Remix) [MOTE046],9,9,2016-08-01,2017-07-17,https://youtu.be/L2neMx7XaYk
Len Faki,Mekong Delta,1,1,2017-07-17,2017-07-17,https://youtube.com/watch?v=oY8u0hXU0J8
Cleric,Equinox,6,6,2014-08-24,2017-07-17,https://youtu.be/CY0RUQrdCqw
Stranger,Play Some Rave For Me [MONNOM008],5,5,2016-04-17,2017-07-17,https://youtu.be/HF-IZjj7hhk
Steve Poindexter,Computer Madness,12,12,2011-05-02,2017-07-17,https://youtu.be/WSaanHyWXww
F.U.S.E.,Substance Abuse,8,8,2014-11-19,2017-07-17,https://youtube.com/watch?v=JonuLqgoQI8
New Order,Blue Monday,20,20,2012-12-17,2017-07-17,https://youtu.be/FYH8DsU2WCk
Oppenheimer Analysis,The Devil's Dancers,2,2,2017-03-21,2017-07-17,https://youtube.com/watch?v=5Q9P-R5ifms
Paula Temple,Gegen,4,4,2015-07-11,2017-07-17,https://youtube.com/watch?v=pGump0Bk8to
Envoy,Dark Manoeuvres (Slam Remix),2,2,2017-05-21,2017-07-17,https://youtube.com/watch?v=cyIxFpo4pRE
Marcel Dettmann,Corebox (James Ruskin Blueprint Mix),18,18,2013-09-15,2017-07-17,https://youtu.be/tAnLbIbe1AU
Lag,Kontrola (Bas Mooy Remix) [Mord 014],5,5,2015-12-13,2017-07-17,https://youtu.be/T1S-RRxxIDg
DJ HMC,6 AM [HD],18,18,2013-04-01,2017-07-17,https://youtube.com/watch?v=v-zUs5VLoWU
Ontal,Jackhammer [MORD042],1,1,2017-07-17,2017-07-17,https://youtube.com/watch?v=p1T1dVVl5CY
Parallx,Lost In Time [ARTS027],2,2,2017-04-25,2017-07-17,https://youtube.com/watch?v=eH2r1fz9ydk
Traxmen & Eric Martin,Hit It From The Back,7,7,2015-03-29,2017-07-17,https://youtube.com/watch?v=IFXA5cB9M-0
Setaoc Mass,Passive [SK11004],2,2,2017-06-28,2017-07-17,https://youtube.com/watch?v=6RZJJeAPkCA&t=265s
Drexciya,Digital Tsunami,7,7,2012-11-11,2017-07-17,https://youtube.com/watch?v=jvHDucE6vhM
Gypsy Woman (She's Homeless),Crystal Waters - HQ,4,4,2014-01-21,2017-07-17,https://youtube.com/watch?v=tN6FIac7Wwc
Spokesman,Acid Creak [1994],8,8,2013-02-25,2017-07-16,https://youtube.com/watch?v=R9K8qlGmLXA
Jeff Mills,The Bells,20,20,2013-05-09,2017-07-16,https://youtube.com/watch?v=DwpedKWwS3w
EQD,Equalized #005 (B1),21,21,2011-11-21,2017-07-16,https://youtu.be/4tYwDSQdOU0
Teste,The Wipe (5am Synaptic) - Plus 8 Records - 1992,14,14,2013-10-14,2017-07-16,https://youtu.be/lBCD9a6xJm4
Dax J,Zulu Nation,3,3,2016-09-18,2017-07-16,https://youtube.com/watch?v=DgQpvNPJuow
Cleric,Charlatan (Original Mix),2,2,2016-07-18,2017-07-16,https://youtube.com/watch?v=6s0nJe9nlv4
Diego,Live To 9.5,2,2,2017-01-18,2017-07-16,https://youtu.be/NbC2cLy5KeY
Syncom Data,Beyond The Stars (Speedy J Remix),10,10,2014-03-09,2017-07-16,https://youtube.com/watch?v=cCrcGCwk7C0
Kenny Larkin,Dark Disco,3,3,2014-07-21,2017-07-16,https://youtube.com/watch?v=8ANVijiifwM
,Damon Wild ‎- Warchild (adam beyer remix 2),1,1,2017-07-16,2017-07-16,https://youtube.com/watch?v=enfcYx2q9Xk
Regis,Speak To Me,24,24,2012-02-13,2017-07-16,https://youtu.be/KnuwTrpY2EU
Len Faki,BX3 (Techno),7,7,2010-09-20,2017-07-16,https://youtube.com/watch?v=N-5PqzYgBi8
Cleric,Blitz,9,9,2015-04-01,2017-07-16,https://youtube.com/watch?v=891IsZ7fe-k
Digital Express,The Club,7,7,2014-10-06,2017-07-16,https://youtube.com/watch?v=HGdLkj_KYtk
Drax,Amphetamine (1994),3,3,2017-03-06,2017-07-16,https://youtu.be/oqW2xKjVtMo
Max_M,Architectural Lie,7,7,2016-01-17,2017-07-16,https://youtu.be/TA0voCK1K4Y
MarkyZ,Live @ Arsenal Fest 2017 | Explosive Stage by MarkyZ,1,1,2017-07-14,2017-07-14,https://soundcloud.com/dj-markyz/markyz-live-arsenal-fest-2017-kragujevac-serbia
Tellurians,The Navigator [1992],5,5,2016-07-31,2017-07-16,https://youtu.be/NE6LBI2EXJg
Janice,JANICE2 B1,5,5,2016-11-28,2017-07-16,https://youtu.be/xp4Ot1b9bqc
Jeff Mills,The Alarms ( 1998 ),2,2,2015-10-14,2017-07-16,https://youtube.com/watch?v=d7HAj1Z0_8c
Nihad Tule,Shatter (Sloboda SLBD8413001),31,31,2013-02-19,2017-07-11,https://youtu.be/ESgGA02i9mg
Mechanisms Industries,Antikythera Mechanism (Subjected remix),2,2,2016-11-29,2017-07-11,https://youtube.com/watch?v=rxvStn3FJ60
,Lebanon Hanover -- Gallowdance [official],6,6,2017-01-01,2017-07-11,https://youtube.com/watch?v=WPw7nlluRdc
Zanias,Follow the Body,3,3,2017-01-02,2017-07-11,https://youtube.com/watch?v=e7Tc5Nk_n4M
Umwelt,Somatogravic Illusion,2,2,2015-08-24,2017-07-11,https://youtube.com/watch?v=6uuBpphWYXU
Ancient Methods,I Am Blazing Sound [Persephonic Sirens 01],3,3,2017-02-20,2017-07-10,https://youtube.com/watch?v=i0U_mIhkTqE
Fixmer/ McCarthy,Chemicals [SG1777],1,1,2017-07-10,2017-07-10,https://youtube.com/watch?v=JBHcAd8Nhws
Italojohnson,07A1 (Floorplan Remix),1,1,2017-07-10,2017-07-10,https://youtube.com/watch?v=wUQUsFVAesY
Marcel Fengler,Sculptures,2,2,2014-12-20,2017-07-10,https://youtube.com/watch?v=NlB88a0mLnA
"System F, Marc Almond",Soul On Soul (Elektrochemie LK Mix).,4,4,2015-02-18,2017-07-10,https://youtu.be/t6BFWLFCXT8
Truncate,Control V1,2,2,2014-05-11,2017-07-10,https://youtube.com/watch?v=GEzrh42NYQQ
Elad Magdasi & Mathias Weber,Magnet (Blind Observatory Remix),2,2,2017-07-10,2017-07-10,https://youtube.com/watch?v=YCktfAH0OeI
Lil Louis,Blackout (Phase 1 - Original 1989 Mix),4,4,2016-02-15,2017-07-10,https://youtube.com/watch?v=EBLeoQsjwAo
Wata Igarashi,Lucifero [MDG006],1,1,2017-07-10,2017-07-10,https://youtube.com/watch?v=jS7SZbHUJ0M
Robert Hood,Idea (DKMNTL050),1,1,2017-07-10,2017-07-10,https://youtube.com/watch?v=2nRiDTHitOc
TWR72,X3 [FLOAT010],1,1,2017-07-10,2017-07-10,https://youtube.com/watch?v=Mkz9_XzvzzQ
Chris & Cosey,Driving Blind,2,2,2011-07-19,2017-07-10,https://youtube.com/watch?v=by-fZiJLvzI
Laibach,Alle gegen Alle,1,1,2017-07-10,2017-07-10,https://youtu.be/HFEMhIMMPls
Surgeon,First,3,3,2011-10-05,2017-07-10,https://youtu.be/XaewidK8FXQ
Westwood Bros.,Special Tactics 3 Track B2,3,3,2016-03-29,2017-07-10,https://youtube.com/watch?v=BwggfP68Y-k
Paul Kalkbrenner,Steinbeisser (A1),6,6,2015-04-27,2017-07-10,https://youtu.be/nG1y6TVhBto
Brother From Another Planet,Planet Earth,4,4,2015-03-03,2017-07-09,https://youtube.com/watch?v=GllJfxVsbAA
TNTUS,Jupiter 968,4,4,2016-07-18,2017-07-09,https://youtube.com/watch?v=3fBFop-JGRA
Ø [Phase],Binary Opposition [Ben Klock Process] Token,12,12,2012-08-03,2017-07-09,https://youtube.com/watch?v=MY7KkgBOZaA
Wax,No. 30303 (Shed Ø San Mix),6,6,2012-03-19,2017-07-09,https://youtube.com/watch?v=a_DInKfcSSk
Adonis,No Way Back,4,4,2011-07-24,2017-07-09,https://youtu.be/cZj9oQ-5aaY
Wice,Just Kiddin [STEIN001],1,1,2017-07-09,2017-07-09,https://youtube.com/watch?v=U4MZfOulxpQ
Arovane,Tascel_7,1,1,2017-07-08,2017-07-08,https://youtube.com/watch?v=gGBeUDa2SiQ
,Susumu Yokota Genshi,1,1,2017-07-08,2017-07-08,https://youtube.com/watch?v=E4GRaVnFniA
Ben Klock,Subzero,28,28,2012-10-15,2017-07-04,https://youtube.com/watch?v=5IrHzrg4qdQ
Vainqueur,Lyot (Maurizio Mix),17,17,2012-08-27,2017-07-03,https://youtube.com/watch?v=XOiqVejo4gk
Ryan James Ford,Kirra Rengo,2,2,2016-09-27,2017-07-03,https://youtube.com/watch?v=Xq0IEI-V5Vk
Vakat,Alpha Pictoris,1,1,2017-07-03,2017-07-03,https://youtube.com/watch?v=JzCA8qPJxqA
Faithless,We Come 1,1,1,2017-07-03,2017-07-03,https://youtu.be/65EfTFUFDwI
,Ancient Methods | Knights & Bishops [Ancient Methods 2013],3,3,2013-11-04,2017-07-03,https://youtu.be/b80DqcFLI-c
Kylie Minogue,Can't Get You Out Of My Head (HD),2,2,2017-05-29,2017-07-03,https://youtube.com/watch?v=YPwtJ89jes4
Celeda,The Underground (Original Tribal Mix),3,3,2013-12-31,2017-07-03,https://youtube.com/watch?v=7-qApgcXcVA
Radial,Asiel [Mord 001],2,2,2015-10-26,2017-07-03,https://youtube.com/watch?v=N8LLm9Jx4fw
Planetary Assault Systems,Pull [BLUEPRINT2016],4,4,2016-06-28,2017-07-03,https://youtube.com/watch?v=V7eu4uivfok
Thomas Bangalter,What To Do HD - FLAC,7,7,2014-08-11,2017-07-03,https://youtu.be/khBWLKuEKrM
Aphex Twin (aka AFX ),Elephant Song,7,7,2011-01-18,2017-07-03,https://youtu.be/berG8toPam8
The Chemical Brothers,Believe,1,1,2017-07-03,2017-07-03,https://youtu.be/QmRZ58oNCZU
Future Sound Of London,Papua New Guinea,3,3,2012-12-29,2017-07-02,https://youtu.be/IAvHjoLxxh8
Drax LTD II,Amphetamine,2,2,2015-05-25,2017-07-02,https://youtu.be/43gRZXpEAnI
Marmion,Schöneberg (Original Mix),2,2,2016-06-06,2017-07-02,https://youtu.be/50dngX7mb8c
Alpha 3,Gelb - N3B,5,5,2015-12-21,2017-07-02,https://youtube.com/watch?v=hV7IdbiHvC0&list=RDhV7IdbiHvC0#t=49
Planetary Assault Systems,In From The Night,7,7,2015-12-14,2017-07-02,https://youtu.be/uk3RB3MfhtU
Sigha,Christ Figures [TOKEN63],8,8,2016-09-04,2017-07-02,https://youtube.com/watch?v=o6HAt2efD7Y
Dj Rolando,Jaguar (Original mix),21,21,2012-11-26,2017-07-31,https://youtube.com/watch?v=C0f96HQbCY4
Detroit Grand Pubahs,Skydive from Venus (Deetron mix),4,4,2015-06-15,2017-06-30,https://youtu.be/M2mlSvToq14
Sebastian Bayne,The Neufeld Coil [DECOY020],2,2,2016-10-18,2017-06-29,https://youtube.com/watch?v=u9dX6z_BrCs
Blanck Mass,No Lite,1,1,2017-06-28,2017-06-28,https://youtube.com/watch?v=hXPUtCqOB7M
Floorplan,Let The Church [MPM29],1,1,2017-06-27,2017-06-27,https://youtube.com/watch?v=BlsjrKO_ZXA
AL005,Keith Carnal - Cloudy Monday,1,1,2017-06-27,2017-06-27,https://youtu.be/Nq-9n_C_hGE
Drumcell,Departing Comfort (Planetary Assault Systems Remix) [CLR],9,9,2015-05-18,2017-06-26,https://youtube.com/watch?v=zvRu44vJAyI
Planetary Assault Systems,Temporary Suspension,10,10,2012-08-20,2017-06-26,https://youtube.com/watch?v=jZy2URHDk9U
Savas Pascalidis,Shot in the dark,2,2,2016-11-15,2017-06-26,https://youtube.com/watch?v=OGpnDVfQv4w
,Larry Heard Presents Mr. White: The Sun Can't Compare (Long Version),37,37,2011-01-24,2017-06-26,https://youtu.be/tdIQTEYXDP4
Danny Isola,Syllogism by Danny Isola,1,1,2017-06-26,2017-06-26,https://soundcloud.com/danny-isola/danny-isola-syllogism
DVS1,Coding (HUSH 20),2,2,2017-03-20,2017-06-26,https://youtube.com/watch?v=DqXOEQ4DuUM
Truncate,Process [BP49],2,2,2017-06-05,2017-06-26,https://youtube.com/watch?v=57oHBTIfgDk&t=160s
Alpha Tracks,Orange - Dark Petrol,3,3,2016-07-04,2017-06-26,https://youtube.com/watch?v=Jotb1uq34T0
LAD025 Steve Rachmad,Out In The Open (edit),2,2,2016-08-15,2017-06-26,https://youtube.com/watch?v=yjpF6dVg1R4
Unknown Artist,303.003 [PLANETRHYTHM303],4,4,2016-04-18,2017-06-26,https://youtube.com/watch?v=3CYKkLTFhMg
Frankie Goes To Hollywood,"Relax (Original 12"")",2,2,2015-11-25,2017-06-26,https://youtube.com/watch?v=QFLBIamw7SE
Reggy Van Oers,Ebullient [INFORMA010],1,1,2017-06-26,2017-06-26,https://youtube.com/watch?v=InnAuFe924g
Lateral,Vayron (The Black Moy Remix) [MACH031] Edit by Machine Label,1,1,2017-06-26,2017-06-26,https://soundcloud.com/machine-label/lateral-vayron-the-black-moy-remix-mach031-edit
SHXCXCHCXSH,This Hmming Raverie,1,1,2017-06-26,2017-06-26,https://youtu.be/nR_4UxbWE68
Marco Zenker,Bouya,2,2,2015-03-30,2017-06-26,https://youtube.com/watch?v=EWXqrwkd7oc
Architectural,Looking Ahead,13,13,2012-04-29,2017-06-26,https://youtu.be/rXjUyTIcbIE
Ness,Hololoop,6,6,2016-05-23,2017-06-26,https://youtu.be/B-64-XEHcMo
Lucy,Beautiful People,11,11,2011-01-06,2017-06-26,https://youtube.com/watch?v=jeweuqkyfxQ
Umek,Krital (Techno 1998),1,1,2017-06-26,2017-06-26,https://youtu.be/vT5f8VaV8pA
A1 Milton Bradley Presents Alien Rain,Zone 303 (Out Of Place 003) by Out of Place,1,1,2017-06-26,2017-06-26,https://soundcloud.com/out-of-place-records/a1-milton-bradley-presents
Volster,Breakthrough,1,1,2017-06-26,2017-06-26,https://youtu.be/_CZdARjP33s
Setaoc Mass,Structured Deceit [SK11003],2,2,2017-03-20,2017-06-26,https://youtu.be/W0mZH55Lp4I
Ø [Phase],Submerged Metropolitan,2,2,2017-04-10,2017-06-26,https://youtu.be/8W1_wC631hM
Wrong Assessment,Uncinate,2,2,2015-12-14,2017-06-26,https://youtu.be/BDDMBGhoYuw
Kobosil,Avernian [O-TON91],3,3,2016-03-29,2017-06-26,https://youtu.be/LzKs35EpCfU
Héctor Oaks,"Dos A ""A Needless Matter""",3,3,2017-03-05,2017-06-26,https://youtu.be/MCcdNbfadEM
Manni Dee,Cameron On A Guillotine [LEYLA 006],4,4,2016-08-15,2017-06-26,https://youtu.be/sGwsVJBJrJg
Oscar Mulero,Mentally Induced Action (Original Mix) [POLEGROUP],3,3,2015-12-07,2017-06-25,https://youtu.be/iV2XC0QkwGg
Patrick Siech,1133 [PRBL007],5,5,2017-02-19,2017-06-25,https://youtube.com/watch?v=fKY6MSBnG1g
Janice,2.1 [JANICE001],1,1,2017-06-25,2017-06-25,https://youtu.be/6oWbblsGWmw
Traversable Wormhole,Where 2D Meets 3D,2,2,2011-02-28,2017-06-25,https://youtu.be/I9PP2r6h_pk
Boston 168,Oblivion [ODDEVEN004],3,3,2016-02-15,2017-06-25,https://youtu.be/8Ty7qiAlI2I
Wice,Just Kiddin' [STEIN001 | NovaFuture Blog Track Premiere],3,3,2017-06-05,2017-06-25,https://youtu.be/KYSFYveSIw8
Trevino,Eclipse,10,10,2015-05-21,2017-06-20,https://youtube.com/watch?v=xM51W3EBKgo&feature=youtu.be
Donato Dozzy,Gol,12,12,2013-07-22,2017-06-20,https://youtube.com/watch?v=JZzZ1jdvIyM&index=50&list=PLJ7Gqi6cdqmqifDGn_21jRh8mjyP6q4Ko
Dan Morgan,Flowerchild,2,2,2017-03-20,2017-06-20,https://youtube.com/watch?v=IDKp7ii00o8
Vladw,Dglate,3,3,2017-03-06,2017-06-20,https://youtube.com/watch?v=O6aK7FrHjiQ
Kangding Ray,OUTREMER [Stroboscopic Artefacts SALP005 - SACD008],1,1,2017-06-20,2017-06-20,https://youtube.com/watch?v=mEPdoSx7IxQ
iO,Station to Station,2,2,2016-05-29,2017-06-20,https://youtube.com/watch?v=34n295nFr4E
Jeroen Search,Reduced External Awareness,2,2,2017-05-15,2017-06-20,https://youtube.com/watch?v=o9sOmI6rOms
Amotik,Ath [AMTK003],3,3,2016-09-05,2017-06-19,https://youtu.be/ZmDEu7DYt3w
Gecko,Just Close Your Eyes (High Quality),7,7,2013-05-12,2017-06-19,https://youtube.com/watch?v=ks6u5fVk54Q
Mathew Jonson,Marionette,26,26,2013-01-03,2017-06-19,https://youtu.be/daSid6Lh9Vs
Zeta Reticula,Reticulum [ELECTRIX010],1,1,2017-06-19,2017-06-19,https://youtube.com/watch?v=KbdTwuikVPM
DJ Hell,I Want U (Marcel Dettmann Remix),3,3,2017-05-01,2017-06-19,https://youtube.com/watch?v=NOlkfN47vjo
Der Dritte Raum,Hale Bopp (original mix),14,14,2013-05-20,2017-06-19,https://youtube.com/watch?v=L5w9h6sR5x8
DVS1,Spying,2,2,2014-09-22,2017-06-19,https://youtu.be/3_2rhRfPLYc
James Ruskin,Work (Steve Rachmad Mix),30,30,2011-01-25,2017-06-19,https://youtube.com/watch?v=MaUDhB38SbE
Steve Rachmad,Disturbance [Drumcode Limited],6,6,2016-10-10,2017-06-19,https://youtube.com/watch?v=kJjh6T4sDKg
Marcel Dettmann & Ben Klock,Bad Boy (Original Mix) [o-ton100],2,2,2017-05-15,2017-06-19,https://youtube.com/watch?v=pkLzHEZ7YVk
Heiko Laux,Hangin',2,2,2017-03-20,2017-06-19,https://youtube.com/watch?v=VBeDPutyx2c
Scorp,New Energy,1,1,2017-06-19,2017-06-19,https://youtube.com/watch?v=Dhd2ls2GHSI
UVB,Lying In Your Face [BT002],4,4,2017-02-07,2017-06-19,https://youtube.com/watch?v=om7pFS6s7u0
Planetary Assault Systems,The Eyes Themselves,3,3,2015-11-02,2017-06-19,https://youtube.com/watch?v=Idov6ZAeY_Y
Stranger,Thinner [PRRUK104],2,2,2017-01-01,2017-06-18,https://youtu.be/F1RFLL0Aqkc
Planetary Assault Systems,Sucktion,10,10,2011-11-21,2017-06-18,https://youtube.com/watch?v=MQIGuiDTURY
X-313,Interferon (Dave Clarke's DeConstructed Remake),3,3,2016-08-01,2017-06-18,https://youtube.com/watch?v=NT-IRTx5aJ8
Inhalt der Nacht,Rausch,3,3,2017-04-17,2017-06-15,https://youtube.com/watch?v=4hGSp6BKGME
Jeff Mills,Step to enchantment,7,7,2013-02-05,2017-06-14,https://youtu.be/eLtnhsLwSZE
Jaydee,Plastic Dreams (1993),5,5,2010-01-13,2017-06-14,https://youtube.com/watch?v=WRAxij_VrOE&index=99&list=PLB01FB2F5EB933A46
Pantha du Prince,Islands In The Sky (Recondite Remix),1,1,2017-06-14,2017-06-14,https://youtube.com/watch?v=a4933IvmDik
Dax J,Reign Of Terror [EDLX051],3,3,2016-11-14,2017-06-13,https://youtu.be/ZdBWMA9M7xQ
Charles Fenckler,Frozen Room (Christian Wünsch Remix),2,2,2017-03-12,2017-06-13,https://youtube.com/watch?v=Ocv-UIyS-vk
Underground Resistance,The Final Frontier [HD],3,3,2016-05-29,2017-06-13,https://youtu.be/4WLtJDKXMCE
Crystal Waters,Gypsy Woman (She's Homeless),11,11,2012-10-14,2017-08-02,https://youtube.com/watch?v=_KztNIg4cvE
Dave Clarke,Wisdom To The Wise (Red 2) (Robert Hood Remix),8,8,2010-10-04,2017-06-13,https://youtube.com/watch?v=qtb_ci7uN28
,Kraftwerk ‎-- Numbers (komplete version). 1981.,4,4,2014-09-16,2017-06-12,https://youtu.be/4vhNRl9N9R4
Ø [Phase],R Mash [Token Records],2,2,2016-08-15,2017-06-12,https://youtube.com/watch?v=O5JGhiQXp6w
Lil Louis,French Kiss - Mark Broom Edit,1,1,2017-06-12,2017-06-12,https://youtube.com/watch?v=Y77a3S-WQ3M
MK,Burning (Original Vibe Mix) [1992],17,17,2010-05-08,2017-06-12,https://youtu.be/SAFqulfIq_I
Clouds,Chained to a Dead Camel,3,3,2016-02-15,2017-06-12,https://youtube.com/watch?v=UkB97JZnsPQ
The Age Of Love,The Age Of Love,5,5,2014-11-23,2017-06-12,https://youtube.com/watch?v=30eXKMfrVcw
Kraftwerk,Das Model,3,3,2013-02-06,2017-06-12,https://youtu.be/OQIYEPe6DWY
Dave Clarke,What Was Her Name [Official Video],1,1,2017-06-12,2017-06-12,https://youtube.com/watch?v=Ht6_-_txEBg
Elad Magdasi,Finger Trip (Matrixxman Remix),11,11,2015-07-20,2017-06-12,https://youtube.com/watch?v=6qKHsJdQ-28
